timestamp,Soil humidity 1,Air temperature (C),Air humidity (%),Pressure (KPa)
23/02/2019 16:35,66.73,34.92,2.9,101.05
23/02/2019 16:40,66.78,34.83,2.88,101.04
23/02/2019 16:45,66.83,34.73,2.86,101.04
23/02/2019 16:50,66.88,34.74,2.99,101.04
23/02/2019 16:55,66.92,34.76,3.12,101.04
23/02/2019 17:00,66.97,34.7,3.08,101.04
23/02/2019 17:05,67.02,34.63,3.05,101.04
23/02/2019 17:10,67.07,34.56,3.1,101.04
23/02/2019 17:15,67.12,34.49,3.16,101.04
23/02/2019 17:20,67.16,34.48,3.52,101.04
23/02/2019 17:25,67.21,34.46,3.87,101.04
23/02/2019 17:30,67.26,34.26,3.7,101.04
23/02/2019 17:35,67.31,34.07,3.52,101.04
23/02/2019 17:40,67.36,33.83,3.5,101.04
23/02/2019 17:45,67.4,33.58,3.48,101.03
23/02/2019 17:50,67.45,33.44,3.6,101.02
23/02/2019 17:55,67.5,33.31,3.72,101.02
23/02/2019 18:00,67.55,33.13,3.88,101.02
23/02/2019 18:05,67.6,32.95,4.05,101.02
23/02/2019 18:10,67.64,32.82,4.17,101.02
23/02/2019 18:15,67.69,32.69,4.29,101.02
23/02/2019 18:20,67.74,32.64,4.14,101.02
23/02/2019 18:25,67.79,32.59,3.98,101.02
23/02/2019 18:30,67.84,32.45,3.94,101.02
23/02/2019 18:35,67.88,32.3,3.9,101.03
23/02/2019 18:40,67.93,32.16,3.86,101.03
23/02/2019 18:45,67.98,32.02,3.82,101.03
23/02/2019 18:50,68.03,31.87,3.78,101.04
23/02/2019 18:55,68.08,31.73,3.74,101.04
23/02/2019 19:00,68.12,31.54,3.86,101.04
23/02/2019 19:05,68.17,31.34,3.99,101.04
23/02/2019 19:10,68.22,31.15,4.12,101.04
23/02/2019 19:15,68.27,30.96,4.24,101.04
23/02/2019 19:20,68.32,30.75,4.5,101.04
23/02/2019 19:25,68.36,30.54,4.75,101.05
23/02/2019 19:30,68.41,30.44,4.79,101.06
23/02/2019 19:35,68.46,30.35,4.83,101.06
23/02/2019 19:40,68.51,30.13,5.22,101.08
23/02/2019 19:45,68.55,29.91,5.61,101.09
23/02/2019 19:50,68.6,29.58,6.22,101.1
23/02/2019 19:55,68.65,29.24,6.82,101.1
23/02/2019 20:00,68.7,29.03,7.38,101.11
23/02/2019 20:05,68.75,28.83,7.93,101.12
23/02/2019 20:10,68.79,28.68,8.25,101.12
23/02/2019 20:15,68.84,28.54,8.56,101.13
23/02/2019 20:20,68.89,28.34,9.15,101.14
23/02/2019 20:25,68.94,28.14,9.74,101.15
23/02/2019 20:30,68.99,28.22,9.64,101.16
23/02/2019 20:35,69.03,28.3,9.54,101.17
23/02/2019 20:40,69.08,28.09,10.34,101.18
23/02/2019 20:45,69.13,27.88,11.15,101.18
23/02/2019 20:50,69.18,27.74,11.73,101.18
23/02/2019 20:55,69.23,27.61,12.3,101.17
23/02/2019 21:00,69.27,27.38,13.09,101.18
23/02/2019 21:05,69.32,27.16,13.88,101.19
23/02/2019 21:10,69.37,26.84,14.36,101.2
23/02/2019 21:15,69.42,26.52,14.83,101.2
23/02/2019 21:20,69.47,26.29,14.93,101.21
23/02/2019 21:25,69.51,26.06,15.04,101.22
23/02/2019 21:30,69.56,25.94,15.08,101.24
23/02/2019 21:35,69.61,25.81,15.12,101.25
23/02/2019 21:40,69.66,25.73,15.58,101.25
23/02/2019 21:45,69.71,25.65,16.05,101.25
23/02/2019 21:50,69.75,25.59,16.13,101.25
23/02/2019 21:55,69.8,25.53,16.22,101.25
23/02/2019 22:00,69.85,25.51,15.56,101.25
23/02/2019 22:05,69.9,25.49,14.89,101.25
23/02/2019 22:10,69.95,25.63,14.34,101.26
23/02/2019 22:15,69.99,25.77,13.78,101.26
23/02/2019 22:20,70.04,25.8,13.56,101.26
23/02/2019 22:25,70.09,25.82,13.34,101.27
23/02/2019 22:30,70.14,25.74,13.36,101.27
23/02/2019 22:35,70.18,25.65,13.38,101.27
23/02/2019 22:40,70.23,25.64,13.32,101.28
23/02/2019 22:45,70.28,25.62,13.25,101.28
23/02/2019 22:50,70.33,25.38,14.4,101.28
23/02/2019 22:55,70.38,25.15,15.54,101.28
23/02/2019 23:00,70.42,25.04,16.4,101.28
23/02/2019 23:05,70.47,24.94,17.26,101.28
23/02/2019 23:10,70.52,24.83,18.12,101.28
23/02/2019 23:15,70.57,24.82,18.26,101.28
23/02/2019 23:20,70.62,24.82,18.41,101.28
23/02/2019 23:25,70.66,24.84,18.22,101.28
23/02/2019 23:30,70.71,24.85,18.02,101.28
23/02/2019 23:35,70.76,24.91,17.3,101.28
23/02/2019 23:40,70.81,24.97,16.58,101.28
23/02/2019 23:45,70.86,24.88,16.43,101.28
23/02/2019 23:50,70.9,24.79,16.29,101.29
23/02/2019 23:55,70.95,24.66,16.19,101.28
24/02/2019 0:00,71,24.52,16.09,101.28
24/02/2019 0:05,70.97,24.45,15.62,101.28
24/02/2019 0:10,70.94,24.38,15.14,101.28
24/02/2019 0:15,70.92,24.29,14.94,101.28
24/02/2019 0:20,70.89,24.2,14.75,101.28
24/02/2019 0:25,70.86,24.11,14.77,101.28
24/02/2019 0:30,70.83,24.02,14.79,101.28
24/02/2019 0:35,70.81,23.82,15.1,101.28
24/02/2019 0:40,70.78,23.62,15.41,101.28
24/02/2019 0:45,70.75,23.51,15.27,101.28
24/02/2019 0:50,70.72,23.4,15.13,101.28
24/02/2019 0:55,70.69,23.33,15.57,101.28
24/02/2019 1:00,70.67,23.26,16,101.27
24/02/2019 1:05,70.64,23.1,18.12,101.26
24/02/2019 1:10,70.61,22.94,20.25,101.26
24/02/2019 1:15,70.58,22.85,20.45,101.26
24/02/2019 1:20,70.56,22.76,20.65,101.26
24/02/2019 1:25,70.53,22.56,21.04,101.26
24/02/2019 1:30,70.5,22.36,21.44,101.26
24/02/2019 1:35,70.47,22.42,20.72,101.25
24/02/2019 1:40,70.44,22.47,19.99,101.24
24/02/2019 1:45,70.42,22.41,19.48,101.24
24/02/2019 1:50,70.39,22.35,18.97,101.24
24/02/2019 1:55,70.36,22.46,18.12,101.24
24/02/2019 2:00,70.33,22.58,17.26,101.23
24/02/2019 2:05,70.31,22.69,16.78,101.22
24/02/2019 2:10,70.28,22.8,16.31,101.22
24/02/2019 2:15,70.25,22.77,16.06,101.22
24/02/2019 2:20,70.22,22.74,15.82,101.21
24/02/2019 2:25,70.19,22.6,16.02,101.2
24/02/2019 2:30,70.17,22.46,16.22,101.2
24/02/2019 2:35,70.14,22.24,16.61,101.2
24/02/2019 2:40,70.11,22.03,17,101.2
24/02/2019 2:45,70.08,21.86,17.4,101.2
24/02/2019 2:50,70.06,21.69,17.8,101.21
24/02/2019 2:55,70.03,21.44,18.58,101.2
24/02/2019 3:00,70,21.19,19.35,101.2
24/02/2019 3:05,69.97,21.12,20.23,101.2
24/02/2019 3:10,69.94,21.04,21.1,101.2
24/02/2019 3:15,69.92,21.38,20.2,101.2
24/02/2019 3:20,69.89,21.71,19.31,101.19
24/02/2019 3:25,69.86,21.76,19.27,101.2
24/02/2019 3:30,69.83,21.81,19.23,101.2
24/02/2019 3:35,69.81,21.64,19.92,101.2
24/02/2019 3:40,69.78,21.46,20.61,101.2
24/02/2019 3:45,69.75,21.37,20.76,101.2
24/02/2019 3:50,69.72,21.28,20.92,101.2
24/02/2019 3:55,69.69,21.33,20.92,101.2
24/02/2019 4:00,69.67,21.38,20.92,101.2
24/02/2019 4:05,69.64,21.28,21.41,101.2
24/02/2019 4:10,69.61,21.19,21.9,101.21
24/02/2019 4:15,69.58,21.16,22.01,101.21
24/02/2019 4:20,69.56,21.13,22.12,101.21
24/02/2019 4:25,69.53,21.02,22.5,101.21
24/02/2019 4:30,69.5,20.92,22.88,101.21
24/02/2019 4:35,69.47,20.82,23.25,101.21
24/02/2019 4:40,69.44,20.71,23.63,101.21
24/02/2019 4:45,69.42,20.72,23.19,101.21
24/02/2019 4:50,69.39,20.72,22.74,101.21
24/02/2019 4:55,69.36,20.73,22.3,101.21
24/02/2019 5:00,69.33,20.74,21.86,101.21
24/02/2019 5:05,69.31,20.6,22.1,101.22
24/02/2019 5:10,69.28,20.46,22.33,101.22
24/02/2019 5:15,69.25,20.38,22.6,101.22
24/02/2019 5:20,69.22,20.3,22.88,101.22
24/02/2019 5:25,69.19,20.22,23.15,101.22
24/02/2019 5:30,69.17,20.14,23.42,101.22
24/02/2019 5:35,69.14,20.12,23.38,101.22
24/02/2019 5:40,69.11,20.09,23.34,101.22
24/02/2019 5:45,69.08,20.01,23.66,101.22
24/02/2019 5:50,69.06,19.93,23.99,101.22
24/02/2019 5:55,69.03,19.85,24.31,101.22
24/02/2019 6:00,69,19.62,25.28,101.22
24/02/2019 6:05,68.97,19.4,26.25,101.23
24/02/2019 6:10,68.95,19.21,26.8,101.24
24/02/2019 6:15,68.92,19.02,27.36,101.24
24/02/2019 6:20,68.89,18.74,28.08,101.24
24/02/2019 6:25,68.86,18.45,28.79,101.25
24/02/2019 6:30,68.84,18.28,29.61,101.25
24/02/2019 6:35,68.81,18.11,30.43,101.25
24/02/2019 6:40,68.78,18.01,30.62,101.25
24/02/2019 6:45,68.76,17.91,30.8,101.25
24/02/2019 6:50,68.73,18.06,29.96,101.26
24/02/2019 6:55,68.7,18.22,29.13,101.27
24/02/2019 7:00,68.68,18.24,28.95,101.28
24/02/2019 7:05,68.65,18.25,28.77,101.29
24/02/2019 7:10,68.62,18.24,28.24,101.3
24/02/2019 7:15,68.59,18.22,27.7,101.3
24/02/2019 7:20,68.57,18.26,27.26,101.3
24/02/2019 7:25,68.54,18.3,26.83,101.3
24/02/2019 7:30,68.51,18.32,26.9,101.31
24/02/2019 7:35,68.49,18.33,26.98,101.32
24/02/2019 7:40,68.46,18.34,27.06,101.33
24/02/2019 7:45,68.43,18.36,27.13,101.34
24/02/2019 7:50,68.41,18.58,26.56,101.34
24/02/2019 7:55,68.38,18.8,25.98,101.34
24/02/2019 8:00,68.35,19.12,25.23,101.34
24/02/2019 8:05,68.32,19.44,24.48,101.35
24/02/2019 8:10,68.3,19.71,23.94,101.35
24/02/2019 8:15,68.27,19.98,23.4,101.36
24/02/2019 8:20,68.24,20.46,22.37,101.36
24/02/2019 8:25,68.22,20.94,21.34,101.36
24/02/2019 8:30,68.19,21.43,20.3,101.36
24/02/2019 8:35,68.16,21.91,19.27,101.36
24/02/2019 8:40,68.14,22.48,18.02,101.37
24/02/2019 8:45,68.11,23.06,16.76,101.38
24/02/2019 8:50,68.08,23.64,15.44,101.38
24/02/2019 8:55,68.05,24.22,14.13,101.38
24/02/2019 9:00,68.03,24.66,13.18,101.38
24/02/2019 9:05,68,25.1,12.22,101.38
24/02/2019 9:10,67.97,25.65,11.43,101.38
24/02/2019 9:15,67.94,26.19,10.64,101.39
24/02/2019 9:20,67.92,26.74,9.84,101.4
24/02/2019 9:25,67.89,27.3,9.03,101.4
24/02/2019 9:30,67.86,27.61,8.72,101.41
24/02/2019 9:35,67.83,27.92,8.41,101.42
24/02/2019 9:40,67.81,28.06,8.38,101.42
24/02/2019 9:45,67.78,28.2,8.34,101.43
24/02/2019 9:50,67.75,28.35,8.3,101.43
24/02/2019 9:55,67.72,28.49,8.27,101.43
24/02/2019 10:00,67.69,28.8,7.94,101.43
24/02/2019 10:05,67.67,29.12,7.6,101.43
24/02/2019 10:10,67.64,29.65,7.26,101.44
24/02/2019 10:15,67.61,30.17,6.91,101.44
24/02/2019 10:20,67.58,30.53,6.69,101.45
24/02/2019 10:25,67.56,30.9,6.46,101.46
24/02/2019 10:30,67.53,31.26,6.24,101.46
24/02/2019 10:35,67.5,31.62,6.02,101.47
24/02/2019 10:40,67.47,31.62,5.68,101.47
24/02/2019 10:45,67.44,31.62,5.33,101.47
24/02/2019 10:50,67.42,31.92,5.12,101.47
24/02/2019 10:55,67.39,32.21,4.92,101.47
24/02/2019 11:00,67.36,32.44,4.72,101.46
24/02/2019 11:05,67.33,32.66,4.53,101.46
24/02/2019 11:10,67.31,33.02,4.32,101.46
24/02/2019 11:15,67.28,33.38,4.11,101.45
24/02/2019 11:20,67.25,33.16,4.11,101.44
24/02/2019 11:25,67.22,32.94,4.11,101.44
24/02/2019 11:30,67.19,33.2,4.08,101.44
24/02/2019 11:35,67.17,33.45,4.05,101.43
24/02/2019 11:40,67.14,33.65,3.86,101.42
24/02/2019 11:45,67.11,33.84,3.67,101.41
24/02/2019 11:50,67.08,34.03,3.66,101.4
24/02/2019 11:55,67.06,34.22,3.66,101.4
24/02/2019 12:00,67.03,34.36,3.56,101.39
24/02/2019 12:05,67,34.51,3.45,101.38
24/02/2019 12:10,66.96,34.57,3.29,101.36
24/02/2019 12:15,66.92,34.63,3.13,101.35
24/02/2019 12:20,66.88,34.75,3.02,101.34
24/02/2019 12:25,66.84,34.86,2.91,101.34
24/02/2019 12:30,66.79,34.76,2.93,101.33
24/02/2019 12:35,66.75,34.66,2.95,101.32
24/02/2019 12:40,66.71,34.74,2.76,101.31
24/02/2019 12:45,66.67,34.81,2.58,101.3
24/02/2019 12:50,66.63,34.3,2.76,101.29
24/02/2019 12:55,66.59,33.8,2.94,101.28
24/02/2019 13:00,66.55,33.34,3.16,101.27
24/02/2019 13:05,66.51,32.89,3.38,101.26
24/02/2019 13:10,66.47,32.86,3.64,101.25
24/02/2019 13:15,66.42,32.83,3.91,101.24
24/02/2019 13:20,66.38,33.33,3.63,101.24
24/02/2019 13:25,66.34,33.82,3.35,101.23
24/02/2019 13:30,66.3,33.83,3.38,101.22
24/02/2019 13:35,66.26,33.83,3.41,101.21
24/02/2019 13:40,66.22,34,3.35,101.2
24/02/2019 13:45,66.18,34.18,3.29,101.2
24/02/2019 13:50,66.14,34.48,3.23,101.19
24/02/2019 13:55,66.1,34.77,3.17,101.18
24/02/2019 14:00,66.05,34.58,3.02,101.18
24/02/2019 14:05,66.01,34.38,2.88,101.17
24/02/2019 14:10,65.97,34.13,3.16,101.16
24/02/2019 14:15,65.93,33.88,3.43,101.15
24/02/2019 14:20,65.89,34.12,3.4,101.15
24/02/2019 14:25,65.85,34.37,3.37,101.14
24/02/2019 14:30,65.81,34.07,3.49,101.13
24/02/2019 14:35,65.77,33.77,3.6,101.12
24/02/2019 14:40,65.73,33.76,3.53,101.12
24/02/2019 14:45,65.68,33.76,3.46,101.11
24/02/2019 14:50,65.64,33.76,3.39,101.1
24/02/2019 14:55,65.6,33.75,3.32,101.1
24/02/2019 15:00,65.56,33.55,3.34,101.09
24/02/2019 15:05,65.52,33.35,3.36,101.08
24/02/2019 15:10,65.48,33.39,3.13,101.08
24/02/2019 15:15,65.44,33.42,2.9,101.08
24/02/2019 15:20,65.4,33.54,3.06,101.07
24/02/2019 15:25,65.36,33.67,3.21,101.07
24/02/2019 15:30,65.32,33.72,3.3,101.07
24/02/2019 15:35,65.27,33.77,3.39,101.07
24/02/2019 15:40,65.23,33.77,3.53,101.06
24/02/2019 15:45,65.19,33.77,3.66,101.06
24/02/2019 15:50,65.15,33.76,3.35,101.05
24/02/2019 15:55,65.11,33.74,3.04,101.04
24/02/2019 16:00,65.07,33.72,3.22,101.04
24/02/2019 16:05,65.03,33.7,3.41,101.04
24/02/2019 16:10,64.99,33.67,3.6,101.03
24/02/2019 16:15,64.95,33.65,3.78,101.03
24/02/2019 16:20,64.9,33.45,3.68,101.03
24/02/2019 16:25,64.86,33.25,3.58,101.02
24/02/2019 16:30,64.82,33.04,3.49,101.02
24/02/2019 16:35,64.78,32.84,3.39,101.02
24/02/2019 16:40,64.74,32.75,3.4,101.02
24/02/2019 16:45,64.7,32.66,3.4,101.02
24/02/2019 16:50,64.66,32.56,3.4,101.02
24/02/2019 16:55,64.62,32.47,3.41,101.02
24/02/2019 17:00,64.58,32.38,3.42,101.01
24/02/2019 17:05,64.53,32.29,3.42,101.01
24/02/2019 17:10,64.49,32.19,3.42,101.01
24/02/2019 17:15,64.45,32.1,3.43,101.01
24/02/2019 17:20,64.41,31.95,3.66,101.01
24/02/2019 17:25,64.37,31.8,3.89,101.02
24/02/2019 17:30,64.33,31.66,4.12,101.02
24/02/2019 17:35,64.29,31.51,4.34,101.02
24/02/2019 17:40,64.25,31.36,4.57,101.03
24/02/2019 17:45,64.21,31.21,4.8,101.03
24/02/2019 17:50,64.16,30.98,5.4,101.02
24/02/2019 17:55,64.12,30.76,6,101.02
24/02/2019 18:00,64.08,30.55,5.78,101.02
24/02/2019 18:05,64.04,30.34,5.56,101.03
24/02/2019 18:10,64,30.18,5.58,101.03
24/02/2019 18:15,63.97,30.02,5.61,101.03
24/02/2019 18:20,63.94,29.8,5.9,101.04
24/02/2019 18:25,63.92,29.58,6.19,101.04
24/02/2019 18:30,63.89,29.35,6.48,101.05
24/02/2019 18:35,63.86,29.13,6.77,101.06
24/02/2019 18:40,63.83,28.82,7.57,101.06
24/02/2019 18:45,63.81,28.52,8.37,101.06
24/02/2019 18:50,63.78,28.24,8.67,101.06
24/02/2019 18:55,63.75,27.97,8.97,101.07
